state,date,inpatient_beds_used_covid
RI,2021/11/21,109
NM,2021/10/02,389
AL,2021/08/31,3084
MT,2021/11/05,359
IL,2021/12/30,5748
PR,2021/12/29,297
MT,2021/10/11,502
WA,2021/08/16,1363
VT,2021/09/10,34
NC,2022/01/15,4889
PA,2021/11/24,4005
WY,2021/08/30,208
PR,2021/07/20,93
WA,2021/09/19,1718
RI,2021/08/12,93
OK,2021/07/01,250
CO,2021/09/13,1035
ND,2021/09/27,243
IA,2021/09/29,664
MT,2021/09/27,463
MA,2021/10/30,441
IN,2021/08/13,1427
ID,2022/01/23,535
VA,2022/02/07,2328
NV,2021/12/23,688
OK,2022/01/10,1499
CT,2021/10/02,289
NM,2021/11/19,621
NM,2021/10/16,372
OR,2021/12/17,503
AS,2021/11/22,0
OH,2021/10/24,3047
LA,2021/12/16,192
NH,2021/11/02,197
VT,2021/08/01,3
NE,2021/12/11,616
AS,2021/12/20,0
VA,2021/12/03,1112
AK,2021/12/05,82
PR,2021/07/15,74
PR,2021/07/30,179
OH,2021/09/11,3651
IL,2021/12/04,2727
FL,2022/02/06,7299
NH,2021/12/11,468
SD,2021/08/08,60
CO,2021/08/13,565
MN,2021/11/18,1584
KS,2021/12/16,811
WA,2021/09/30,1524
NV,2022/02/14,956
FL,2021/11/18,1395
NV,2021/09/02,1160
PR,2021/12/28,280
WV,2021/07/30,191
CA,2021/07/19,2455
MI,2021/10/16,2150
RI,2021/10/22,99
CO,2021/08/08,523
MO,2021/07/06,1118
OH,2021/09/10,3735
NE,2021/12/04,565
MA,2021/12/22,1375
WA,2021/11/11,1114
CT,2022/01/15,1987
AS,2021/09/04,0
KS,2021/07/26,428
CT,2021/06/29,58
KS,2021/09/03,788
SD,2021/09/24,188
KY,2021/09/30,2028
MS,2021/07/27,800
VI,2021/09/25,5
CA,2021/09/04,8234
MO,2021/10/26,1088
RI,2021/10/08,83
MI,2021/09/05,1226
CO,2021/12/02,1505
NH,2022/01/13,447
ID,2022/02/07,537
DC,2021/11/30,93
UT,2021/11/25,502
MN,2022/01/07,1611
SD,2021/12/20,237
GA,2021/09/20,5003
CT,2021/07/23,128
WY,2021/09/08,240
NE,2022/01/26,775
MT,2021/08/29,248
AL,2022/01/10,2053
ME,2021/10/08,162
RI,2022/02/02,252
OK,2021/09/15,1426
VA,2021/08/09,875
VI,2022/01/05,13
WA,2021/07/22,556
TN,2021/12/15,1174
NJ,2021/08/26,1093
VT,2021/07/07,4
MT,2021/09/09,369
NY,2021/07/30,1110
HI,2021/09/12,420
RI,2021/09/12,104
IA,2022/02/03,763
IL,2021/08/14,1807
DC,2021/08/23,161
VT,2021/07/10,6
KY,2022/01/02,1692
NJ,2021/07/27,499
NC,2021/07/10,441
RI,2021/10/27,78
TN,2021/12/17,1270
KS,2021/12/24,794
TN,2021/08/19,2688
AL,2021/09/27,1760
NH,2021/10/15,162
TX,2021/08/02,7914
NY,2021/07/22,897
NM,2022/01/24,807
WI,2021/08/13,680
NY,2022/01/08,12620
MN,2021/11/10,1318
NJ,2021/10/01,1091
IA,2021/10/16,628
NV,2021/07/26,1131
LA,2021/11/11,208
VI,2021/11/23,0
AL,2021/10/03,1396
AZ,2022/01/02,2506
OH,2021/09/16,4042
TN,2021/10/21,1425
MS,2021/09/15,1127
IN,2021/11/13,1307
GA,2021/09/22,4623
OH,2022/01/13,7102
HI,2021/12/28,139
PR,2022/02/08,315
NH,2021/11/03,197
WV,2021/12/12,624
MA,2021/06/28,123
TX,2022/01/25,14333
NY,2021/10/19,2565
TN,2021/08/25,3159
IA,2021/11/29,709
NM,2021/08/18,387
WY,2021/08/06,78
WA,2021/06/29,513
VA,2021/10/13,1570
IL,2021/10/01,1709
AL,2021/12/08,463
AZ,2021/07/05,533
WA,2021/11/19,1042
IN,2021/08/11,1294
AZ,2022/02/01,3369
PA,2021/06/29,497
NH,2022/01/23,430
UT,2021/10/17,534
OH,2021/09/03,3023
MD,2021/12/10,1281
NC,2021/11/24,1169
NE,2021/10/27,374
CA,2021/07/28,3989
CO,2021/11/22,1568
AK,2021/09/14,208
SD,2021/11/03,173
UT,2022/01/02,453
NM,2021/11/13,583
NY,2021/12/30,8894
LA,2021/10/07,540
DC,2022/01/07,888
IA,2021/07/24,216
KY,2022/01/24,2591
WA,2022/02/04,2078
DC,2021/12/03,100
MN,2021/08/01,309
NJ,2021/07/01,332
AZ,2021/11/03,1910
ND,2022/01/12,251
OK,2021/09/04,1530
IA,2021/12/18,824
TN,2022/01/11,2995
PA,2021/07/23,599
UT,2021/12/08,549
ID,2021/08/27,476
MN,2021/10/02,926
ND,2022/01/02,215
AR,2021/09/17,1048
VI,2021/07/18,15
RI,2021/06/09,86
WI,2021/07/31,298
NH,2021/10/24,208
HI,2021/12/15,50
NM,2022/01/15,699
UT,2022/01/23,816
AL,2021/06/30,284
SD,2021/12/21,238
CO,2021/10/06,1103
NC,2021/11/29,1223
TX,2022/02/03,12186
VT,2022/01/31,97
KS,2021/10/18,484
MO,2021/12/14,2010
AR,2021/08/01,1127
OR,2021/10/16,662
IL,2021/09/14,2214
NY,2021/11/30,3432
OK,2021/11/16,537
WV,2021/12/13,660
CA,2021/08/24,8727
NE,2021/10/10,415
MA,2022/01/17,3005
SC,2021/12/31,1097
DE,2021/10/14,244
VI,2021/10/09,8
ID,2021/07/21,117
NE,2021/08/12,258
WV,2021/07/09,101
PA,2021/12/25,4689
RI,2021/09/24,117
DE,2021/08/07,113
MT,2022/01/30,294
AK,2021/10/01,228
LA,2021/12/17,195
NJ,2021/08/19,991
OH,2021/09/06,3207
ME,2021/06/29,51
AZ,2021/11/01,1904
KY,2021/10/22,1072
NM,2021/08/16,365
GA,2021/07/05,597
VI,2021/11/13,0
IL,2021/10/26,1245
OK,2022/01/28,2301
OR,2021/11/03,618
WV,2021/10/22,778
FL,2021/09/09,12609
FL,2022/01/11,11452
VI,2021/09/27,5
MA,2021/11/04,411
OH,2021/12/26,5192
IN,2022/02/10,1938
MO,2021/09/05,1972
ID,2021/07/26,151
AK,2021/10/13,225
MA,2021/09/21,536
ND,2021/07/07,34
CT,2021/11/26,333
IA,2021/12/12,834
OH,2021/10/12,3874
TN,2022/01/10,2906
WA,2021/09/18,1750
WY,2021/05/14,25
TN,2021/08/29,3371
OK,2021/08/26,1657
WV,2022/02/07,1143
AZ,2022/01/22,3606
TX,2022/02/14,7829
HI,2021/08/29,441
SC,2021/09/22,2302
AR,2021/07/27,1070
PR,2022/01/08,794
ID,2021/08/01,184
NH,2021/07/17,21
MS,2021/07/13,346
HI,2021/11/16,65
LA,2021/10/12,434
MS,2021/09/26,728
VT,2022/01/20,117
AR,2021/07/12,575
NV,2022/01/25,2051
HI,2022/01/30,369
NM,2021/07/12,98
CT,2021/12/06,570
TX,2021/12/10,3717
DC,2021/11/12,72
OR,2022/01/04,656
WV,2021/10/17,829
FL,2021/11/20,1410
AK,2022/01/20,160
SC,2021/08/09,1254
AZ,2021/09/07,2136
OH,2021/08/24,2476
OR,2021/10/06,853
HI,2021/11/08,63
CA,2021/08/19,8275
ME,2022/02/04,396
WV,2021/10/28,674
OH,2021/12/18,5034
OK,2021/12/31,1081
NE,2021/07/30,172
RI,2021/09/16,105
AR,2021/10/02,706
MT,2021/11/17,308
ME,2021/08/07,60
LA,2022/02/01,1683
TX,2021/09/29,9643
WV,2021/08/09,306
ME,2021/12/16,422
IL,2021/08/22,2117
CT,2021/07/14,74
NC,2021/09/24,3227
VA,2021/08/26,1581
NH,2021/07/08,22
HI,2022/02/13,213
IL,2022/01/27,4686
MS,2022/02/09,1179
NC,2021/07/23,849
RI,2021/12/17,263
AL,2021/09/04,2988
NC,2021/08/26,3540
DC,2022/01/25,572
MN,2021/07/24,206
DE,2021/09/24,240
OH,2021/10/26,2981
WI,2021/12/04,1607
OK,2021/07/19,476
TX,2021/08/03,8392
NC,2021/06/30,383
PR,2021/10/07,124
KY,2022/01/15,2304
MO,2021/12/21,2075
NV,2022/01/31,1771
MI,2022/02/13,2203
VT,2021/09/06,35
MS,2021/10/24,353
IN,2021/08/08,1126
PR,2021/11/20,49
WY,2022/01/14,123
AR,2021/12/07,524
AR,2022/01/06,991
OK,2021/08/09,1310
WV,2021/10/10,926
OK,2021/08/11,1415
MD,2021/07/15,247
OH,2021/10/18,3483
MI,2021/11/28,4332
WA,2021/12/19,790
MS,2021/08/25,1782
GA,2021/12/11,1305
MS,2022/01/04,848
UT,2021/09/06,483
AR,2021/12/16,586
SD,2021/11/12,242
PR,2021/10/20,106
ND,2022/01/29,330
IN,2021/11/02,1320
AR,2021/10/11,581
NY,2021/12/13,4269
MI,2021/12/28,3857
CO,2021/09/22,1025
ND,2021/07/21,34
MN,2021/07/19,149
AR,2021/12/23,565
IN,2021/12/11,2752
UT,2021/09/02,469
OR,2021/12/02,521
VI,2022/01/10,25
OK,2021/10/29,567
RI,2021/10/24,88
TN,2021/10/09,1971
WI,2021/10/12,1327
PR,2021/12/09,48
AR,2022/01/02,743
WV,2021/12/05,564
MN,2022/01/12,1749
CT,2022/01/01,1448
AL,2022/01/24,3212
VA,2021/11/09,948
AZ,2021/08/28,2065
PR,2021/09/20,259
SC,2021/09/05,2549
VA,2022/01/27,3304
MI,2021/08/18,939
MI,2021/09/28,1666
DE,2021/12/27,426
MT,2021/12/06,191
AZ,2021/10/23,1689
FL,2021/12/31,5568
WI,2021/07/12,131
NJ,2021/11/07,682
AK,2022/01/14,102
NE,2021/08/20,320
DE,2021/09/15,275
PR,2021/07/06,49
UT,2021/12/14,512
WY,2021/05/22,38
RI,2021/08/15,86
CT,2021/07/22,106
SC,2022/02/16,1176
MN,2021/07/17,139
IL,2021/12/23,4178
VT,2021/10/30,51
IA,2022/01/06,908
NY,2021/08/04,1449
RI,2022/01/22,412
MS,2021/07/29,887
ND,2021/12/03,264
CA,2021/10/08,4431
MI,2021/07/20,351
FL,2022/01/18,11764
VA,2021/11/14,914
IN,2021/08/06,1111
KY,2021/07/04,190
CT,2021/09/11,385
FL,2021/11/06,1619
DE,2021/12/18,382
WI,2021/11/28,1500
MS,2022/02/02,1491
OK,2022/01/21,2158
KY,2021/07/10,244
WA,2021/07/17,484
ID,2021/10/12,641
AK,2021/11/29,81
VA,2021/10/01,1868
DE,2021/10/21,202
CT,2022/02/03,841
CA,2021/07/04,1401
ME,2021/07/14,46
ID,2021/09/06,569
SC,2021/07/16,227
ND,2021/10/12,306
UT,2021/09/11,546
NV,2021/08/05,1276
ME,2022/01/10,455
NH,2022/02/01,319
LA,2021/08/20,2686
AS,2021/12/13,0
MA,2021/07/22,139
PA,2022/02/09,3531
MN,2022/02/16,909
NY,2021/10/17,2535
MD,2021/11/02,726
HI,2021/09/26,281
GA,2021/11/12,1185
DC,2021/10/07,130
NM,2021/09/19,398
WV,2021/07/25,140
NY,2021/11/22,2927
WY,2021/10/06,212
AL,2022/01/29,3104
MD,2022/01/31,1947
NC,2021/11/23,1208
FL,2021/12/21,1918
DE,2021/09/02,256
SD,2021/07/03,17
WI,2021/12/09,1801
MA,2022/01/28,2140
OK,2021/08/27,1637
ME,2021/11/07,231
MN,2021/09/01,727
MO,2021/07/30,2049
VT,2021/10/18,42
IL,2021/10/28,1211
NM,2021/08/31,439
KY,2022/02/11,2128
TN,2021/08/14,2290
NH,2021/09/17,119
NY,2021/10/30,2216
AK,2021/05/17,30
VA,2022/01/18,3992
IA,2021/08/15,484
CT,2021/09/26,309
ID,2021/12/17,283
HI,2022/01/10,314
AZ,2021/10/05,1784
UT,2021/10/12,581
TX,2022/01/12,12422
CA,2021/12/05,3567
OK,2021/08/14,1502
IL,2021/08/30,2258
WI,2021/11/20,1312
MA,2021/12/02,906
NE,2022/01/17,699
OH,2021/10/04,3982
KS,2021/07/16,309
AZ,2021/12/09,2882
VA,2021/11/01,1052
WY,2021/11/03,192
WV,2021/10/30,655
MO,2022/01/17,3707
NH,2022/01/12,453
NV,2021/11/15,726
UT,2021/11/02,554
VI,2021/09/13,4
FL,2021/09/05,13619
MT,2021/07/11,61
NH,2021/09/09,141
VI,2021/09/17,5
MN,2021/12/25,1444
WA,2021/07/04,445
OH,2021/07/27,965
AR,2021/11/17,405
KY,2021/06/28,178
KS,2021/10/30,452
ME,2021/09/19,229
DE,2022/01/22,607
NY,2022/01/18,12687
TX,2021/08/21,13768
MA,2021/10/03,477
OH,2022/01/22,5833
SD,2021/07/02,21
RI,2021/12/18,276
FL,2021/12/14,1588
PR,2021/12/01,56
AK,2021/07/13,56
SD,2021/08/16,94
NH,2022/02/11,186
GA,2021/09/08,6401
ID,2021/07/08,87
FL,2021/12/06,1369
IL,2021/08/25,2194
NE,2022/01/09,637
NC,2021/08/02,1404
GA,2021/09/18,5232
AK,2021/08/26,156
MS,2021/09/24,808
DC,2021/12/20,217
NV,2021/12/04,677
NM,2021/12/02,742
WA,2022/01/16,2391
KS,2022/01/20,1350
WY,2021/10/04,203
DE,2021/09/12,293
WA,2022/02/11,1731
ND,2021/12/08,250
MN,2021/10/22,1018
IA,2022/01/07,893
AZ,2021/10/14,1671
MS,2021/07/02,192
OR,2021/09/09,1236
MO,2022/02/06,2890
SC,2021/10/23,782
KS,2021/11/23,512
NM,2021/09/21,383
IN,2022/01/22,3131
ME,2021/08/31,166
ID,2021/09/15,708
VI,2021/08/05,31
SC,2021/10/31,622
AK,2021/10/26,235
ID,2021/09/11,659
NJ,2022/01/01,4539
CA,2021/09/08,7981
NV,2021/07/21,987
MI,2021/07/10,279
MN,2022/01/03,1484
MS,2021/09/12,1245
VT,2021/11/17,66
PA,2021/09/26,3118
NH,2021/09/07,142
IL,2022/01/09,7142
KS,2021/12/26,809
NH,2021/07/31,38
VA,2021/08/22,1363
KS,2022/01/19,1373
LA,2021/08/05,2225
MI,2022/01/11,4946
AS,2021/10/19,0
MD,2021/11/22,767
AR,2021/11/28,495
GA,2021/12/26,2142
WV,2021/12/02,589
IN,2021/07/18,491
AZ,2022/02/08,2671
NH,2021/11/11,252
MD,2022/01/14,3655
MA,2021/10/17,515
UT,2021/12/07,511
TN,2021/12/07,1118
NE,2022/01/08,636
VT,2021/09/03,30
OK,2022/02/16,1175
MS,2021/11/02,270
GA,2021/07/02,594
ID,2022/01/12,387
AZ,2021/07/24,872
VI,2021/07/12,10
MT,2021/10/23,479
WV,2021/08/27,629
CO,2022/01/19,1816
NV,2021/09/23,951
MI,2022/01/24,4220
MA,2021/11/23,648
ND,2022/01/16,300
MI,2021/10/09,1965
NC,2021/08/18,2965
NV,2021/11/17,697
VA,2022/01/01,2543
WA,2021/10/07,1429
IN,2021/09/17,2493
NJ,2021/09/29,1105
IA,2021/08/12,458
PA,2021/11/26,4038
ND,2022/01/03,222
PR,2022/01/25,769
ID,2021/07/07,82
AS,2022/01/17,0
MN,2022/01/20,1684
NM,2021/12/12,753
MO,2022/02/16,2099
WA,2021/07/23,561
SD,2021/08/06,53
NY,2021/07/09,743
HI,2022/01/24,415
KY,2021/08/16,1666
IN,2021/12/10,2789
MD,2021/10/04,1009
MI,2021/11/20,3739
ID,2021/09/28,776
CA,2021/11/04,4245
IN,2021/08/03,939
CT,2021/12/25,958
AL,2021/08/10,2397
AL,2021/09/21,2016
ND,2021/11/25,281
AR,2021/11/15,356
SD,2021/07/14,23
OK,2021/11/30,622
CO,2021/11/09,1530
LA,2021/11/01,216
WA,2021/11/10,1138
WI,2022/01/13,2479
KS,2021/09/10,759
UT,2021/10/03,558
MO,2021/11/06,974
HI,2021/11/27,50
AS,2022/02/04,0
WI,2021/09/11,1133
TN,2021/09/01,3690
RI,2021/12/24,281
MS,2021/07/18,455
RI,2022/02/12,134
GA,2021/10/15,2306
WI,2021/09/01,1043
SC,2021/10/03,1695
VA,2021/07/04,207
MN,2021/09/18,858
NJ,2021/08/16,935
TN,2021/10/01,2485
PR,2021/12/08,51
AS,2021/12/06,0
TX,2021/11/06,3355
VA,2021/11/23,914
OR,2021/07/02,176
DC,2021/12/29,569
GA,2022/02/09,3899
DC,2022/01/17,762
DC,2021/12/18,187
WV,2022/02/16,937
ND,2022/01/28,322
CA,2022/01/21,16182
DC,2021/08/14,103
ME,2022/02/03,407
MS,2021/11/30,241
KY,2021/12/19,1280
IA,2021/10/29,526
MN,2021/09/10,773
AS,2021/11/24,0
PR,2021/12/15,59
WI,2021/08/26,842
ID,2021/07/19,127
RI,2021/11/02,71
MI,2021/12/18,4154
AL,2021/08/03,1813
HI,2021/08/28,431
OR,2021/09/02,1235
MD,2021/07/29,348
GA,2021/11/26,1061
MT,2021/08/09,157
TX,2022/01/24,14268
CA,2021/10/05,4730
ID,2021/09/25,772
NY,2021/12/19,4581
FL,2021/11/24,1367
MA,2021/07/28,203
CO,2021/09/28,1004
CT,2021/07/09,59
ID,2022/02/16,380
IN,2021/10/14,1577
NY,2022/01/16,12737
ND,2021/11/08,255
NV,2021/10/12,744
MI,2021/11/05,2430
NV,2021/12/05,677
DC,2021/08/15,114
GA,2021/12/30,3378
CO,2022/01/04,1409
AK,2021/12/24,54
SC,2021/11/25,408
NJ,2021/08/07,691
WY,2021/07/29,57
WA,2021/12/06,924
DE,2021/12/19,387
UT,2021/08/31,492
RI,2021/10/05,97
CA,2021/12/22,4048
ME,2021/09/12,191
NC,2021/11/28,1195
MT,2021/07/26,87
SD,2021/07/05,22
WY,2021/08/29,207
AR,2021/06/29,327
NE,2022/02/06,631
SD,2021/10/05,220
TX,2021/11/21,3134
NE,2021/09/23,419
CO,2021/08/09,579
NV,2021/07/09,659
SD,2021/07/15,26
MI,2021/12/15,4603
ID,2021/11/10,379
CO,2021/11/18,1590
OH,2021/11/18,3326
KY,2021/10/18,1263
NJ,2021/10/24,858
FL,2022/01/14,11657
MS,2022/01/21,1623
MT,2021/09/01,275
MS,2021/12/11,260
DC,2021/07/11,39
MS,2021/10/05,538
NY,2021/12/28,7675
CO,2021/12/26,1105
MT,2021/11/24,240
NM,2021/09/27,345
RI,2022/01/11,500
VI,2021/11/27,2
AS,2021/09/03,0
RI,2022/01/10,487
NY,2021/12/18,4453
ME,2022/02/13,333
IN,2021/09/12,2572
PR,2021/10/28,72
DE,2021/07/19,40
VT,2021/09/02,29
TX,2021/10/28,4339
MI,2021/08/04,540
VT,2021/09/25,43
NC,2021/09/27,3018
ID,2021/08/26,463
CO,2021/08/18,700
WV,2021/12/29,672
AZ,2021/10/18,1717
NJ,2022/01/15,5947
WY,2021/12/21,84
SC,2021/11/17,461
AR,2021/07/23,893
MD,2021/07/06,279
AR,2021/09/13,1067
IL,2021/07/12,530
PR,2022/01/17,981
AL,2021/08/13,2626
NJ,2021/09/03,1132
AR,2022/01/23,1624
MA,2021/10/02,498
WI,2021/10/31,985
PR,2021/08/23,518
MA,2021/12/03,929
LA,2021/09/05,1823
OR,2021/12/21,460
MD,2021/12/29,2583
AS,2021/10/02,0
KS,2022/02/03,1060
DE,2021/07/27,40
SD,2021/09/20,234
VA,2021/12/02,1065
KS,2021/09/17,681
IA,2021/10/18,609
GA,2021/07/27,1841
NC,2021/08/01,1350
FL,2021/10/23,2345
KS,2022/01/04,999
VI,2021/11/22,1
UT,2021/11/11,531
NC,2021/08/06,1681
MS,2021/07/03,192
OK,2021/07/27,777
OH,2021/08/26,2464
ND,2022/02/02,340
ME,2021/12/22,389
OH,2021/08/30,2725
AK,2021/05/28,21
KS,2021/12/10,765
AZ,2021/08/23,2105
NV,2021/07/12,754
ID,2021/08/25,461
VA,2021/10/27,1208
LA,2021/08/14,2682
AZ,2021/08/08,1445
RI,2021/11/27,148
CT,2021/08/15,320
MN,2021/07/10,172
VI,2021/12/17,3
NY,2021/11/02,2331
HI,2021/09/01,450
AL,2022/01/05,1549
NC,2021/07/15,537
AL,2021/12/27,694
UT,2021/09/25,585
OH,2021/07/30,1064
TN,2021/08/28,3291
KY,2021/10/08,1528
MD,2021/10/10,953
IL,2021/09/27,1910
RI,2021/09/15,103
PA,2021/12/14,5188
MN,2021/10/30,1057
CA,2021/08/10,6978
OK,2021/09/12,1449
KY,2022/02/07,2297
HI,2021/11/30,51
NY,2022/01/13,13374
AZ,2021/10/04,1793
LA,2021/07/19,726
MA,2021/10/12,458
FL,2021/12/12,1400
AZ,2021/09/06,2109
NE,2021/08/21,306
CT,2021/09/09,407
MT,2021/10/15,486
OH,2021/07/22,784
WI,2021/07/08,115
DE,2021/11/20,184
VI,2021/04/17,3
ME,2021/09/30,231
UT,2021/07/22,311
ME,2021/07/27,67
OK,2021/12/22,872
WI,2021/10/21,1112
UT,2021/07/26,335
CA,2021/10/03,4853
NV,2021/07/30,1141
WY,2021/07/06,50
AR,2021/08/31,1318
AZ,2021/11/12,2175
AR,2022/02/14,1148
DC,2021/12/28,514
WV,2021/08/02,210
RI,2021/12/08,220
WY,2021/10/15,222
KS,2022/01/12,1283
SC,2021/11/15,460
KS,2022/01/01,938
AL,2021/07/09,345
OH,2021/11/11,2862
AL,2021/08/12,2596
KY,2021/10/27,964
MN,2021/07/09,159
NE,2021/08/08,205
FL,2021/11/22,1378
WY,2021/12/12,102
NV,2022/01/23,2056
ID,2022/01/02,272
MN,2022/01/13,1749
ME,2022/01/24,455
NC,2021/08/11,2318
ID,2021/11/28,318
NJ,2021/10/22,861
AS,2022/01/06,0
CT,2021/09/22,319
VT,2021/09/26,39
VA,2022/02/06,2313
MT,2022/01/23,337
VI,2021/12/12,2
RI,2021/09/04,148
IN,2021/12/20,2960
NY,2021/12/11,4002
VT,2021/08/02,5
MO,2022/02/05,2910
NC,2022/02/01,5115
WY,2022/01/20,124
NY,2021/09/30,2639
NJ,2021/09/06,1162
OK,2021/09/07,1600
CO,2022/01/05,1452
OR,2021/09/28,943
WY,2022/01/31,183
AK,2022/02/03,166
VT,2022/02/03,96
ND,2021/12/14,265
PA,2021/09/07,2373
MS,2021/11/20,209
OH,2021/07/19,667
RI,2021/07/01,71
UT,2022/02/02,819
UT,2021/07/19,290
VA,2021/09/24,2037
KY,2021/08/27,2272
KS,2022/02/14,653
MA,2022/02/10,1059
CO,2021/09/17,991
VI,2021/08/24,18
WA,2021/12/09,900
DE,2021/09/04,264
AR,2021/10/10,565
OH,2021/12/29,5810
NH,2021/07/24,26
VA,2021/12/21,1591
WI,2021/07/01,118
KS,2021/07/07,167
WY,2021/07/24,74
TN,2021/09/12,3789
KS,2021/07/25,412
TN,2022/01/14,3291
MA,2021/11/13,515
NV,2021/10/16,695
MS,2021/12/02,250
NC,2021/07/01,404
NJ,2021/12/13,1749
WI,2021/10/23,1042
ID,2021/09/09,615
KS,2022/01/23,1249
OK,2022/01/24,2274
DE,2021/11/29,257
ND,2021/11/28,270
MI,2021/09/20,1524
MT,2021/08/28,239
AK,2021/11/13,150
DC,2021/12/15,167
CO,2021/06/28,316
OK,2021/09/24,1204
MO,2022/01/07,3306
NE,2021/11/13,479
GA,2022/01/18,6017
WI,2022/01/21,2241
PR,2021/12/18,60
ND,2021/07/12,32
KS,2021/10/15,503
NV,2021/08/17,1242
ND,2021/08/15,97
AK,2021/09/17,222
MI,2021/12/09,4752
GA,2021/10/26,1762
WV,2021/11/13,533
GA,2021/12/07,1334
MN,2021/12/31,1432
UT,2021/09/19,582
IA,2021/04/13,238
OR,2021/08/09,705
MT,2021/12/04,198
SC,2021/08/04,972
MN,2021/11/04,1103
GA,2021/12/21,1621
AZ,2022/01/01,2383
AZ,2021/09/14,2125
WA,2022/01/14,2340
NV,2021/08/12,1294
NY,2021/12/25,5748
IN,2022/01/30,2655
NM,2022/02/10,592
AS,2022/01/25,0
MA,2021/10/16,494
OH,2021/08/19,2117
KY,2021/12/09,1261
HI,2021/10/28,97
CA,2021/08/21,8342
DC,2021/10/20,101
VT,2021/10/29,58
CT,2021/07/05,64
ID,2021/10/22,559
SC,2021/11/03,551
PA,2021/10/19,3479
WA,2021/08/30,1828
VI,2022/01/11,26
NV,2021/10/10,767
WI,2021/11/11,1160
FL,2021/07/26,8253
OH,2021/11/03,2771
NJ,2021/11/24,911
NM,2021/12/31,529
CA,2021/12/16,3973
IN,2021/11/16,1461
FL,2021/08/16,16827
NE,2021/09/21,449
AZ,2021/07/19,785
MI,2021/12/08,4686
OH,2022/01/02,6398
AZ,2021/07/15,717
NJ,2021/11/14,748
MA,2022/01/08,2892
NV,2022/02/13,987
NV,2021/09/17,1023
ID,2021/11/20,306
DC,2021/07/08,50
AZ,2022/01/20,3594
AK,2021/11/26,79
MD,2021/09/26,1006
NM,2022/01/28,773
WV,2022/01/27,1280
WV,2021/10/25,719
VI,2021/09/16,6
LA,2021/12/22,282
MD,2021/12/07,1145
GA,2021/08/06,3558
IL,2021/10/12,1623
AZ,2021/10/31,1866
NH,2022/01/30,320
AL,2021/10/16,885
TX,2021/12/28,5659
DC,2021/07/18,47
MN,2021/09/05,711
RI,2021/12/10,218
CA,2021/09/07,8052
NV,2022/01/04,1210
WI,2021/09/28,1203
AR,2022/02/06,1530
NC,2022/02/08,4227
RI,2021/11/11,97
CT,2021/11/07,244
NH,2021/11/30,408
VT,2022/02/14,69
VT,2021/06/09,1
AK,2021/09/07,202
OR,2021/08/03,490
TX,2021/10/10,6826
NC,2021/10/26,1527
AS,2021/12/28,0
WV,2021/07/27,149
NE,2021/07/13,88
MI,2021/10/27,2220
VT,2021/09/17,44
VA,2021/11/12,920
AL,2021/08/17,2902
ME,2021/09/07,192
VA,2021/09/06,1998
WI,2021/09/05,1055
MN,2021/08/26,684
CA,2021/09/24,6030
MA,2021/11/02,437
RI,2021/07/19,70
NM,2022/01/19,766
TN,2022/01/03,2127
CA,2021/09/21,6398
NJ,2022/01/12,6451
LA,2021/08/22,2599
CT,2022/02/01,983
TX,2021/12/29,6240
NC,2021/10/07,2549
TN,2021/07/09,297
NJ,2021/09/24,1123
IN,2021/10/28,1315
OR,2022/01/31,1246
MD,2021/09/19,1068
NE,2021/10/24,367
NJ,2021/09/26,1105
LA,2022/02/06,1367
OH,2021/07/24,783
AL,2021/10/27,663
KS,2021/07/15,290
MD,2021/12/21,1683
KY,2022/01/14,2302
IN,2021/09/16,2483
UT,2021/11/10,555
LA,2021/07/14,479
DC,2021/09/20,148
SD,2021/10/24,191
NJ,2021/07/23,393
IA,2021/12/28,727
IL,2021/12/02,2587
CT,2021/12/13,733
AR,2021/12/04,511
TN,2022/02/05,3155
SD,2022/02/01,356
CO,2021/12/07,1498
AR,2022/01/12,1246
DE,2021/11/09,158
CT,2021/12/14,773
ND,2022/01/22,301
MS,2021/12/16,279
OK,2021/12/16,851
AZ,2021/09/10,2118
NH,2021/08/19,86
OH,2021/10/31,2785
PA,2021/07/09,482
SD,2021/09/27,201
KY,2021/11/11,765
MI,2021/08/05,576
VT,2021/12/26,61
NM,2021/11/28,683
WI,2021/07/19,157
PA,2021/10/16,3434
NV,2021/10/31,674
TN,2021/10/20,1466
RI,2021/06/22,76
NE,2021/11/12,464
SD,2021/11/05,190
AR,2021/11/18,400
AL,2021/08/22,2924
OH,2021/11/20,3422
LA,2021/09/14,1393
KS,2021/08/02,516
MO,2021/07/21,1702
DE,2022/01/07,712
UT,2021/09/05,481
VI,2021/06/21,3
ND,2021/10/20,277
MT,2022/01/03,144
MA,2021/12/11,1135
CT,2022/01/27,1291
NH,2021/07/03,23
NE,2021/08/25,379
AR,2022/01/19,1637
MT,2022/02/13,280
MT,2021/11/23,263
IA,2021/11/06,502
TX,2021/07/10,2400
MD,2021/07/30,406
SD,2021/07/13,19
GA,2021/07/22,1317
MA,2022/02/16,741
ME,2021/08/15,105
VA,2021/10/12,1612
ME,2021/07/10,45
IL,2021/11/12,1574
NJ,2021/07/22,422
IA,2022/01/26,939
MI,2021/10/17,2161
MN,2021/10/21,1019
CO,2021/07/25,328
WA,2021/10/08,1396
OH,2021/12/01,4256
CA,2022/01/24,15920
OR,2021/11/28,531
