state,date,inpatient_beds_used_covid
UT,2020/12/25,518
MO,2020/11/08,2201
MA,2021/03/03,713
SC,2021/01/03,2100
MI,2021/03/20,1351
VI,2020/11/27,0
MT,2020/10/04,230
MO,2020/09/23,1101
NV,2020/02/23,0
MT,2021/02/08,115
FL,2020/11/15,4151
ID,2021/01/26,236
MS,2021/01/11,1447
MA,2021/01/03,2302
SD,2020/11/03,481
NH,2020/09/29,35
MD,2020/12/19,2019
VI,2021/03/12,4
MS,2020/11/01,618
VI,2020/09/08,4
VT,2020/07/04,11
WY,2020/10/02,45
MS,2020/09/26,832
NJ,2021/01/22,3400
MS,2021/03/10,390
MO,2020/11/05,2000
SC,2021/01/16,2249
AZ,2021/02/28,1248
UT,2020/11/27,567
MT,2020/11/16,521
NH,2021/01/13,294
VT,2020/10/08,1
AR,2021/02/20,709
WY,2021/01/27,81
ME,2021/03/15,103
WI,2020/12/12,1615
AR,2020/09/13,467
IA,2020/12/23,640
MS,2020/10/15,571
DE,2020/10/02,121
WV,2021/01/05,891
PR,2021/01/31,298
PR,2021/01/08,458
MA,2020/12/01,1209
IL,2021/03/13,1203
DC,2020/11/09,187
DC,2020/11/07,148
VT,2020/12/28,24
HI,2020/10/06,124
GA,2020/11/03,1803
AZ,2021/02/09,2552
TN,2020/11/10,1877
NC,2020/12/04,2438
NY,2020/10/08,1535
FL,2020/12/06,4953
RI,2021/01/24,398
DC,2020/08/27,131
IA,2021/03/26,211
WI,2020/10/21,1573
NJ,2020/12/10,3748
KS,2020/11/16,1059
UT,2020/12/13,586
NY,2021/03/28,5388
ID,2020/09/15,138
ND,2020/11/29,463
NE,2021/01/08,520
MD,2020/09/05,723
LA,2020/08/24,841
WV,2020/12/24,779
GA,2020/11/24,2446
NM,2020/10/09,181
AR,2021/03/28,212
CT,2021/01/08,1296
CA,2020/11/02,3294
IN,2020/09/20,780
KY,2020/08/25,647
KS,2020/08/24,301
NC,2020/09/23,1060
PR,2020/08/30,375
OR,2020/12/10,686
OH,2020/12/31,4879
NC,2021/01/21,3499
UT,2020/09/16,192
CA,2021/02/20,7366
OK,2020/12/30,2110
MT,2020/11/27,478
CA,2021/01/14,30334
NE,2020/11/02,664
IN,2020/09/21,762
AL,2020/08/24,1493
MS,2020/11/05,659
NC,2020/09/28,1236
NE,2020/12/20,603
ID,2020/10/20,257
UT,2020/09/22,211
MT,2020/11/15,499
NJ,2020/12/09,3727
WY,2020/09/05,33
ND,2020/08/27,117
SC,2020/09/19,820
RI,2020/11/02,194
AR,2020/10/18,635
GA,2020/09/18,2208
ND,2020/09/15,147
ND,2020/09/11,126
VI,2020/12/26,2
PR,2020/10/18,333
WA,2020/12/04,1053
PR,2020/09/13,405
LA,2020/07/16,1521
TX,2021/03/26,3900
ND,2021/03/25,72
OK,2021/01/05,2152
IA,2020/12/20,656
NE,2020/09/09,229
IL,2020/10/25,2787
MO,2021/01/06,2831
WA,2020/12/16,1190
CA,2021/01/13,22268
OH,2021/02/09,2380
SD,2020/11/12,555
SD,2021/03/13,62
WI,2020/11/09,2293
ND,2020/10/16,225
CA,2021/02/24,6583
VT,2020/12/08,32
AR,2021/03/27,214
SC,2020/12/18,1399
AR,2020/09/21,518
MS,2020/10/26,613
VI,2021/02/27,2
IN,2020/10/14,1365
FL,2020/09/15,3921
MO,2021/02/06,1563
SD,2021/02/03,126
IN,2021/03/10,615
WA,2021/03/28,411
KY,2021/01/17,1697
IA,2021/02/21,223
RI,2021/03/02,194
OR,2021/03/10,202
AL,2020/12/03,2049
VI,2020/10/04,3
ID,2020/12/25,353
NE,2020/10/03,305
NJ,2021/01/12,3858
AL,2020/09/06,1041
WA,2020/11/04,489
CT,2021/03/25,517
WY,2020/09/29,46
IL,2021/03/04,1289
TN,2020/10/09,1278
UT,2020/09/11,191
SD,2021/01/30,124
SD,2020/10/01,217
NH,2021/01/11,319
MT,2021/01/29,111
DE,2020/11/18,207
WY,2021/03/24,28
NY,2021/02/21,6784
GA,2020/12/17,3816
SD,2021/01/24,153
SD,2021/03/16,65
NH,2020/09/24,41
NY,2020/11/21,3589
DE,2020/11/13,188
NV,2021/02/10,945
KY,2021/02/21,955
DE,2020/12/01,330
IL,2020/12/30,4279
OK,2021/02/06,1185
MO,2020/09/24,1125
IA,2020/10/12,495
OK,2021/01/16,1889
OK,2021/01/22,1710
TN,2020/08/27,1060
KS,2020/11/25,1238
MO,2020/10/18,1447
CO,2021/03/20,423
IL,2020/12/12,5212
UT,2020/08/31,162
RI,2020/10/21,137
PR,2021/01/06,442
GA,2021/03/12,1875
MO,2020/10/23,1495
NJ,2020/11/12,2003
PR,2020/09/07,387
LA,2020/12/03,1263
OK,2021/01/03,2029
AL,2020/10/11,982
MT,2020/09/10,132
MS,2020/11/11,742
DE,2021/02/28,178
DE,2021/03/02,149
LA,2021/01/07,1895
DE,2020/11/10,179
WA,2020/08/22,335
OK,2021/01/14,2017
NJ,2021/02/14,2593
LA,2021/02/26,601
AK,2020/11/20,125
VI,2021/01/11,0
MS,2020/11/12,751
ND,2020/08/24,96
VI,2021/03/08,3
LA,2020/08/26,834
MO,2020/11/06,2085
NY,2020/09/16,1302
ME,2021/01/08,265
WY,2020/04/28,36
HI,2021/03/19,35
CA,2021/01/05,22715
VA,2020/10/13,988
AL,2020/12/15,2472
MD,2020/11/23,1726
NC,2021/02/12,2111
IA,2020/11/09,1156
DE,2020/10/10,163
AR,2020/12/08,1122
OR,2020/09/02,162
MI,2020/08/25,719
MO,2020/08/18,941
NC,2020/08/28,1051
PA,2021/03/22,2058
HI,2021/03/17,41
NJ,2020/12/18,3725
AK,2020/10/19,67
CO,2021/02/16,524
SD,2021/01/25,150
WV,2020/11/28,636
WI,2020/12/31,1201
WA,2020/08/28,444
NH,2021/01/17,254
IN,2021/01/02,2671
MA,2021/01/14,2074
MO,2021/03/27,821
UT,2021/03/27,153
NM,2021/01/31,600
IN,2021/01/21,2154
MS,2021/01/13,1404
IN,2020/09/29,979
NV,2020/10/16,565
NC,2020/11/13,1750
SC,2020/11/15,774
CO,2020/09/29,317
VA,2021/03/04,1254
NH,2020/09/20,36
TN,2020/10/31,1621
NE,2021/03/24,137
AR,2021/03/24,222
AZ,2021/02/26,1370
KS,2021/01/22,794
IL,2020/11/19,6250
WY,2020/09/24,36
RI,2020/09/08,71
SC,2020/09/14,744
OH,2020/09/14,1256
CT,2020/10/06,259
KY,2021/01/21,1669
PA,2021/02/05,3773
NE,2021/01/06,553
LA,2020/12/21,1532
MD,2020/09/24,683
TX,2021/03/23,4094
ND,2020/10/14,242
TN,2020/12/28,3278
FL,2020/10/25,2682
FL,2020/11/06,3668
NH,2020/11/30,178
WA,2021/03/20,397
NV,2020/10/11,527
AR,2020/08/20,726
NJ,2020/12/31,3868
FL,2021/02/06,5952
CA,2021/02/02,14527
NH,2021/02/07,186
NH,2020/09/22,36
VI,2020/12/07,2
VT,2021/03/14,31
NM,2021/01/23,574
AL,2020/12/21,2677
IN,2021/01/13,2471
IL,2020/11/06,4367
WA,2020/12/29,1131
NY,2020/12/24,8358
AZ,2020/09/19,667
AK,2020/09/03,47
MO,2020/09/14,962
ND,2020/09/12,109
RI,2020/11/10,244
KS,2021/01/20,813
AZ,2021/01/22,4640
OH,2021/03/04,1363
NY,2020/12/08,5930
WI,2020/10/16,1445
ID,2020/12/13,465
KY,2020/12/07,1799
IA,2020/12/02,1152
PA,2020/09/12,1046
MS,2020/12/23,1386
CO,2020/11/17,1545
MS,2020/11/02,628
CT,2021/03/22,470
AZ,2021/03/26,606
CA,2020/09/07,4380
AR,2021/01/02,1258
AZ,2020/10/26,876
NM,2020/10/19,250
ME,2021/01/07,250
WA,2020/09/01,411
NE,2021/02/13,209
LA,2020/12/31,1690
WI,2021/02/26,395
NY,2021/01/27,9478
SC,2020/09/06,761
UT,2020/11/07,462
NM,2021/03/20,151
MN,2021/02/20,335
MS,2020/12/30,1435
NE,2021/03/03,169
OR,2020/08/28,195
KY,2020/12/14,1826
MT,2021/03/11,48
OK,2020/10/10,813
OH,2020/09/19,1106
AZ,2020/12/31,4774
DC,2020/10/18,146
MN,2020/10/11,603
ID,2021/01/01,321
CT,2020/09/12,152
SC,2021/02/20,957
WV,2020/09/18,250
ID,2020/11/13,389
CT,2021/02/08,929
SD,2021/01/14,226
VI,2020/12/19,2
CT,2021/02/02,988
OR,2020/12/06,674
FL,2021/01/19,8007
WY,2020/12/19,159
SD,2020/08/26,85
IN,2020/09/11,810
OR,2020/03/22,2
MI,2020/12/15,3705
DC,2020/10/28,181
CO,2020/10/02,336
MN,2021/03/22,397
MS,2020/11/23,1001
WI,2020/12/03,2031
AR,2020/12/26,1110
KY,2020/10/24,889
AZ,2020/09/03,810
MN,2020/12/11,1636
OK,2020/09/21,616
AR,2020/08/28,570
KY,2021/03/27,411
ME,2021/03/11,93
ME,2020/10/10,21
MO,2021/02/20,1179
NE,2020/10/22,433
NM,2020/08/28,91
MA,2021/01/27,1758
TX,2020/11/01,6539
AK,2021/01/25,49
SD,2021/03/10,67
AZ,2020/09/16,740
OK,2020/09/30,670
VA,2020/12/30,2701
UT,2020/11/20,603
LA,2020/12/12,1414
PR,2020/12/16,655
OR,2021/01/02,569
FL,2021/03/11,3638
FL,2021/01/29,7068
MS,2021/01/15,1322
MD,2021/02/15,1408
WY,2020/12/10,212
MS,2020/11/03,631
SD,2020/11/22,573
RI,2020/12/13,499
AL,2020/12/28,2923
DE,2020/11/01,157
ND,2021/02/24,91
OK,2020/11/11,1265
WA,2020/09/15,386
MS,2021/02/25,559
IA,2021/02/02,396
DC,2020/12/25,309
OR,2020/12/29,626
CO,2021/03/06,418
AK,2021/01/23,58
VI,2021/02/18,0
VI,2020/11/16,2
NM,2020/10/05,142
MA,2020/09/25,294
NJ,2021/03/23,2197
NC,2021/02/06,2419
MA,2021/03/01,760
HI,2020/04/14,29
GA,2021/03/16,1743
NE,2020/12/21,606
OR,2020/12/03,643
VA,2020/11/11,1281
KY,2021/01/31,1407
IN,2021/02/27,784
HI,2020/08/21,229
OK,2020/10/15,888
NC,2020/11/22,1971
MD,2020/08/23,704
DC,2020/10/27,197
AK,2021/03/18,42
TX,2021/02/19,8202
TX,2020/09/07,4805
TX,2021/02/03,11308
MI,2020/10/04,751
IL,2021/01/09,3596
GA,2021/02/03,4457
WV,2020/12/10,763
ND,2020/11/17,473
AL,2020/12/19,2668
CA,2020/10/25,3003
KY,2020/12/16,1856
NE,2021/01/02,552
MI,2020/09/04,647
PA,2021/02/11,3313
LA,2020/10/13,528
SC,2020/09/09,856
CA,2020/10/31,3227
GA,2020/11/11,2115
IA,2020/10/17,503
GA,2020/11/05,1856
NV,2021/02/22,600
NM,2021/02/18,308
TN,2020/10/29,1607
PA,2020/09/04,1095
TX,2020/12/14,10242
DC,2020/11/19,232
TN,2021/03/25,845
UT,2020/08/29,161
MO,2020/09/04,949
RI,2021/02/11,268
WY,2021/02/15,45
VA,2021/03/01,1389
TX,2020/10/03,3968
MI,2020/12/29,2904
KY,2021/03/09,540
IA,2020/12/29,630
CO,2021/02/13,528
DC,2021/01/06,365
MD,2021/03/14,1017
RI,2020/12/01,470
VT,2020/12/20,22
MN,2020/11/21,1989
KY,2021/03/18,506
UT,2020/10/24,296
PA,2021/01/23,4640
ND,2020/09/06,114
MT,2020/12/16,326
ND,2020/08/19,91
VA,2020/11/15,1320
ID,2020/11/20,433
KY,2020/12/04,1814
IN,2020/10/04,1034
CO,2020/09/09,261
FL,2020/09/23,2798
PR,2020/10/28,518
MS,2021/03/02,449
FL,2020/10/04,2535
OK,2020/08/25,542
OK,2020/09/26,600
UT,2020/11/08,473
OK,2020/10/24,875
KY,2020/11/21,1617
NM,2020/10/01,130
LA,2020/09/03,730
DE,2020/10/26,143
MS,2020/03/25,8
TN,2021/03/17,730
WA,2020/10/11,419
NC,2021/01/23,3314
HI,2020/09/01,265
CO,2021/02/07,579
WI,2020/10/18,1373
AK,2020/11/11,119
DC,2021/02/23,271
TN,2020/11/25,2378
VA,2020/11/12,1339
UT,2020/09/06,163
CO,2020/09/28,285
OH,2020/12/25,4785
HI,2021/01/04,128
MI,2020/10/08,943
MA,2020/12/26,2043
WA,2021/02/21,563
AK,2021/03/14,39
NC,2021/03/16,1062
AR,2021/02/10,812
IN,2021/01/11,2496
VT,2020/11/23,18
MD,2020/09/08,799
LA,2021/01/30,1309
HI,2020/12/03,60
MD,2021/01/19,2169
MT,2020/09/07,143
NJ,2020/11/28,3038
NC,2020/12/27,3286
KY,2021/01/25,1592
OR,2021/02/16,303
IA,2021/02/03,386
NV,2020/12/12,1996
SD,2020/11/20,581
CT,2021/02/12,755
NV,2020/12/03,1702
SD,2021/01/09,240
VA,2020/10/22,1017
AL,2021/03/19,522
WV,2020/10/05,228
VT,2020/12/11,26
IN,2021/03/08,614
IA,2021/01/31,379
AZ,2020/09/17,682
NV,2020/12/05,1765
DC,2021/01/27,360
CO,2021/02/15,512
MS,2021/03/06,408
WV,2020/12/01,713
MS,2020/09/18,920
CO,2021/03/01,430
HI,2020/10/08,137
NH,2020/11/23,144
WI,2021/02/23,440
MD,2020/08/18,848
MS,2020/09/21,597
MT,2021/02/17,100
WI,2021/03/25,303
MA,2020/10/05,429
DC,2021/02/17,296
OK,2020/10/31,1006
WI,2020/08/24,625
VT,2020/11/22,18
WV,2021/01/14,815
SD,2021/01/21,176
VT,2020/11/16,19
MD,2020/03/22,0
NV,2020/12/19,2017
ME,2020/11/11,98
VI,2021/01/04,1
WA,2021/03/18,419
DC,2020/10/13,154
NJ,2020/09/07,488
MI,2020/12/27,2854
TX,2020/11/09,6967
MO,2021/03/01,1000
ID,2020/08/31,175
ID,2021/01/30,227
MA,2021/02/10,1243
CT,2021/03/19,480
WV,2021/01/18,692
KY,2021/03/20,480
NC,2021/01/09,3815
VI,2020/11/17,1
WA,2020/09/07,360
LA,2020/10/21,576
UT,2020/11/18,554
WA,2021/03/09,379
MA,2020/11/01,609
TX,2020/10/11,4624
UT,2020/08/28,163
NJ,2020/11/22,2828
ND,2020/08/21,91
DC,2020/10/29,179
UT,2020/10/19,308
NV,2021/03/22,307
ID,2020/09/24,128
IN,2020/08/23,901
CA,2020/10/24,2965
ME,2020/09/12,33
NC,2020/06/14,964
AZ,2020/09/08,622
WI,2021/01/26,876
NE,2020/11/19,1020
PR,2020/12/04,737
LA,2020/10/16,505
WV,2020/12/26,767
WA,2020/12/14,1142
CT,2021/03/15,460
DC,2021/03/24,208
VA,2020/11/19,1461
TX,2021/02/21,7660
IN,2020/12/07,3073
OK,2020/11/19,1476
NE,2020/10/17,372
WY,2021/02/01,59
NH,2020/09/11,34
AL,2021/01/30,2171
HI,2021/01/20,119
ME,2021/03/12,95
NY,2021/01/02,8883
TX,2021/02/16,8383
NY,2021/03/27,5403
MS,2020/10/20,670
UT,2021/01/07,609
ID,2020/09/19,140
NH,2020/11/18,137
UT,2021/02/07,370
IL,2021/01/12,3729
VI,2021/03/10,3
MT,2021/03/02,62
AR,2021/02/21,704
IL,2020/10/22,2717
MA,2020/09/30,368
WY,2021/01/19,104
CA,2020/12/29,21434
OH,2020/10/26,1792
CO,2021/03/10,396
OH,2020/11/07,2583
FL,2020/11/08,3866
AR,2021/02/04,902
IA,2020/12/04,1006
ND,2020/07/08,55
MS,2020/03/03,0
VI,2020/08/06,5
NE,2020/08/01,110
AL,2020/08/16,1670
KY,2020/05/08,500
LA,2020/04/30,1596
AK,2020/03/31,18
MT,2020/05/03,18
HI,2020/07/07,19
ME,2020/03/17,2
PA,2020/06/22,936
MT,2020/03/05,0
KS,2020/05/07,261
OH,2020/07/24,1744
DC,2020/07/17,137
OH,2020/05/06,559
AK,2020/05/02,27
IL,2020/07/29,1634
WV,2020/06/26,115
NV,2020/04/02,811
MN,2020/01/15,0
NY,2020/07/19,1607
PR,2020/03/03,0
AR,2020/07/20,1449
WY,2020/05/31,9
WY,2020/07/03,18
KS,2020/02/05,0
WY,2020/08/03,35
WV,2020/04/01,165
KS,2020/02/08,0
RI,2020/05/24,289
TN,2020/03/24,26
NV,2020/05/26,478
FL,2020/07/13,11296
AL,2020/05/07,414
WI,2020/07/24,591
DC,2020/07/16,161
IA,2020/07/09,171
LA,2020/07/22,1740
AK,2020/03/30,16
WI,2020/05/09,441
IA,2020/04/19,170
NJ,2020/08/06,263
IA,2020/03/14,0
WY,2020/06/06,26
ID,2020/05/13,21
NH,2020/04/19,104
NY,2020/05/05,8434
ME,2020/04/08,91
AK,2020/06/29,21
WV,2020/06/02,123
CA,2020/04/23,4580
AR,2020/07/29,1562
MD,2020/04/28,2157
MN,2020/07/21,585
NM,2020/08/11,148
PA,2020/05/14,2285
MT,2020/06/27,29
NE,2020/07/23,235
WI,2020/05/19,556
KY,2020/08/15,622
NE,2020/04/14,200
NV,2020/04/20,632
IA,2020/06/24,148
CT,2020/07/14,223
FL,2020/07/26,11441
RI,2020/07/27,67
AL,2020/07/05,1248
IA,2020/07/05,151
NM,2020/03/21,3
WV,2020/05/24,135
KY,2020/06/21,498
AZ,2020/08/03,2052
IN,2020/06/03,901
IA,2020/04/29,382
WI,2020/05/26,516
VI,2020/07/05,2
NV,2020/08/16,970
SD,2020/07/05,41
NC,2020/01/23,0
NC,2020/07/09,1432
PR,2020/05/19,147
ID,2020/05/04,28
WA,2020/07/09,497
DE,2020/07/21,144
SC,2020/03/22,0
LA,2020/05/17,987
NV,2020/05/13,561
MS,2020/03/15,0
MN,2020/03/19,2
WA,2020/04/17,796
AZ,2020/07/15,3558
UT,2020/06/15,323
MA,2020/07/11,610
MI,2020/07/06,622
GA,2020/04/16,2814
VA,2020/06/05,1084
MD,2020/05/31,1492
RI,2020/08/09,98
DE,2020/05/17,271
MD,2020/06/07,1416
DC,2020/07/19,132
MA,2020/04/13,1373
NH,2020/07/28,55
IL,2020/08/11,1818
VI,2020/06/10,1
WI,2020/05/21,583
NM,2020/06/03,184
AZ,2020/07/25,2938
TN,2020/03/26,36
OK,2020/08/02,663
CO,2020/05/09,472
IL,2020/04/21,2184
NY,2020/05/31,3903
VA,2020/08/01,1503
TX,2020/06/24,4877
OH,2020/05/29,973
WY,2020/03/11,0
KY,2020/06/13,402
MT,2020/06/09,26
AK,2020/08/11,47
NH,2020/08/06,49
SD,2020/06/04,82
TX,2020/07/19,11644
FL,2020/07/29,10493
MI,2020/08/13,748
NE,2020/03/26,12
OR,2020/04/06,94
MI,2020/05/08,2031
KS,2020/04/21,208
NC,2020/03/12,0
GA,2020/07/02,1972
ND,2020/03/23,1
TN,2020/06/15,616
OK,2020/03/06,0
NE,2020/07/13,145
NH,2020/08/01,112
MN,2020/07/14,500
IN,2020/06/11,842
AZ,2020/04/10,360
IL,2020/05/18,3053
ND,2020/04/05,19
MT,2020/08/08,76
SC,2020/03/19,0
NV,2020/07/14,894
VA,2020/07/02,646
NJ,2020/04/17,2415
NC,2020/07/03,1093
NC,2020/07/02,1080
NM,2020/06/04,244
OH,2020/03/18,25
MT,2020/01/23,0
WV,2020/02/18,0
DE,2020/07/28,172
VA,2020/07/31,1350
CT,2020/07/11,201
NE,2020/08/09,206
CO,2020/03/12,1
AK,2020/06/30,39
WA,2020/05/12,716
DC,2020/08/13,149
MD,2020/04/18,578
VT,2020/04/27,25
PR,2020/05/01,150
MS,2020/07/31,1517
ME,2020/04/16,115
PA,2020/08/18,1097
TN,2020/06/05,432
VA,2020/04/11,124
ND,2020/04/08,28
FL,2020/04/06,2049
ND,2020/03/02,0
WV,2020/07/27,155
WI,2020/04/14,224
PA,2020/04/26,3084
HI,2020/03/08,0
OR,2020/07/05,172
MD,2020/08/03,1110
NC,2020/02/13,0
AK,2020/06/11,27
GA,2020/08/07,3980
NJ,2020/05/15,4138
NM,2020/04/16,164
WA,2020/05/21,607
WA,2020/04/09,702
IL,2020/04/02,504
IN,2020/08/05,981
PR,2020/05/18,114
MT,2020/02/25,0
AL,2020/07/14,1886
NC,2020/01/21,0
NC,2020/02/19,0
ME,2020/03/31,47
GA,2020/04/26,2823
VA,2020/04/17,467
MD,2020/08/16,873
OR,2020/03/17,6
WI,2020/07/20,576
PR,2020/07/06,110
LA,2020/03/28,312
AR,2020/07/19,1430
ID,2020/05/17,27
NC,2020/03/14,0
OH,2020/07/28,1943
NH,2020/06/19,72
HI,2020/01/28,0
ND,2020/07/17,42
SD,2020/08/09,75
KY,2020/05/31,373
MA,2020/08/11,386
FL,2020/04/11,2234
MA,2020/07/26,398
MN,2020/05/07,660
VT,2020/07/10,10
AK,2020/06/02,23
ME,2020/06/12,69
NM,2020/04/24,166
RI,2020/05/17,326
MA,2020/03/27,63
NV,2020/05/07,512
AK,2020/04/25,6
PR,2020/07/16,288
TN,2020/06/19,579
HI,2020/02/16,0
MI,2020/08/10,704
DE,2020/07/30,143
CT,2020/03/18,11
PA,2020/05/13,2378
WA,2020/08/15,546
AK,2020/04/28,44
LA,2020/04/26,1731
FL,2020/06/09,3938
AK,2020/04/15,14
NE,2020/04/07,192
UT,2020/04/12,100
IL,2020/03/08,0
NH,2020/07/26,98
AK,2020/06/03,27
TX,2020/01/30,0
NE,2020/03/21,12
CT,2020/04/25,2153
OH,2020/05/21,1275
NJ,2020/08/08,262
VI,2020/06/03,1
NC,2020/03/21,18
NH,2020/07/27,59
OR,2020/08/07,248
VA,2020/06/23,574
CO,2020/08/03,396
IN,2020/05/27,1042
SD,2020/04/16,2
WV,2020/03/30,44
OK,2020/06/21,402
WI,2020/03/21,27
IN,2020/02/13,0
GA,2020/03/07,0
AL,2020/07/12,1460
OK,2020/07/30,729
MI,2020/07/07,563
IL,2020/03/27,18
VA,2020/03/16,0
OH,2020/07/09,1520
OR,2020/03/20,2
IL,2020/04/23,2717
ID,2020/07/22,210
VI,2020/08/16,8
MI,2020/07/09,580
KS,2020/05/11,245
MD,2020/04/06,406
PR,2020/04/09,41
WV,2020/03/18,0
IA,2020/05/12,386
MO,2020/05/30,595
OH,2020/04/01,187
ID,2020/04/09,70
PA,2020/03/29,199
NV,2020/05/25,452
IL,2020/02/27,0
OH,2020/03/08,2
WI,2020/04/05,95
NY,2020/03/31,10251
ND,2020/04/30,71
NJ,2020/05/28,2478
NM,2020/08/05,124
MT,2020/08/04,84
NM,2020/06/02,205
AZ,2020/07/24,2752
IA,2020/07/13,166
TN,2020/08/14,1310
WA,2020/08/13,594
KS,2020/04/10,168
AL,2020/01/10,
TN,2020/07/07,988
GA,2020/06/29,1577
WY,2020/04/24,30
IL,2020/04/17,1820
VA,2020/07/29,1215
NC,2020/06/06,886
AR,2020/03/31,153
MN,2020/07/20,452
WA,2020/04/25,699
GA,2020/05/02,2814
HI,2020/02/21,0
OR,2020/06/08,146
NM,2020/06/29,203
AR,2020/04/13,120
VT,2020/05/25,7
OH,2020/06/07,1081
SD,2020/07/02,68
OH,2020/06/18,1077
NY,2020/07/04,1564
TN,2020/03/17,2
NH,2020/05/10,131
NJ,2020/04/10,2210
FL,2020/03/26,65
WV,2020/04/13,191
MA,2020/05/14,3287
HI,2020/05/03,29
NJ,2020/06/24,1204
WI,2020/04/30,426
NV,2020/07/10,1002
OK,2020/06/12,361
OH,2020/04/18,605
WI,2020/07/22,611
AZ,2020/05/15,1172
IL,2020/02/28,0
CO,2020/06/26,173
TX,2020/07/15,12774
VI,2020/06/29,2
GA,2020/06/14,1208
AZ,2020/04/22,604
WA,2020/06/13,356
NV,2020/05/11,553
PR,2020/03/09,0
ID,2020/07/18,202
KY,2020/04/05,322
NM,2020/04/15,182
OR,2020/06/17,134
OK,2020/04/23,288
IL,2020/04/11,744
MN,2020/06/15,495
MS,2020/07/30,1587
ME,2020/07/01,49
CA,2020/06/21,4618
NH,2020/05/27,112
HI,2020/06/19,16
WY,2020/04/02,20
IN,2020/02/20,0
TX,2020/01/17,0
MN,2020/06/23,557
NJ,2020/06/30,1048
NH,2020/04/18,110
NC,2020/01/27,0
OH,2020/05/10,490
DE,2020/07/22,159
NJ,2020/03/01,0
AK,2020/06/13,19
NE,2020/07/22,219
ND,2020/08/12,116
VT,2020/04/10,59
MS,2020/03/07,0
KY,2020/06/23,606
KY,2020/07/19,532
KS,2020/07/12,217
LA,2020/05/21,878
MI,2020/06/04,964
WI,2020/04/12,146
DC,2020/07/06,140
NY,2020/03/16,97
MI,2020/05/19,1375
NV,2020/04/29,640
WY,2020/04/12,24
ND,2020/06/05,59
FL,2020/06/20,4228
NH,2020/06/25,54
OR,2020/08/04,259
HI,2020/02/29,0
WV,2020/07/29,154
UT,2020/05/04,229
WV,2020/03/25,3
CT,2020/06/28,253
ID,2020/04/18,54
UT,2020/07/20,247
HI,2020/06/28,20
PA,2020/07/11,773
MT,2020/06/05,12
AL,2020/04/30,416
KY,2020/05/12,575
ME,2020/03/11,1
KS,2020/05/16,219
AL,2020/04/20,543
UT,2020/04/01,24
NH,2020/04/12,49
WV,2020/02/01,0
TN,2020/08/18,1262
KY,2020/07/16,511
NY,2020/04/03,12637
AL,2020/03/07,0
MA,2020/06/20,1018
KS,2020/04/20,194
NJ,2020/04/04,1356
IL,2020/03/12,0
NM,2020/05/21,213
NJ,2020/04/11,2151
NH,2020/05/23,86
NJ,2020/04/27,1839
GA,2020/08/01,4323
NE,2020/06/22,158
MO,2020/07/26,827
GA,2020/08/09,3850
MN,2020/01/25,0
WY,2020/08/16,20
KY,2020/07/09,512
SC,2020/03/15,1
IN,2020/05/11,1286
SC,2020/07/06,1335
MD,2020/08/13,910
PR,2020/07/19,467
OK,2020/05/03,273
FL,2020/04/01,1478
WV,2020/04/19,228
NM,2020/07/09,468
OR,2020/05/08,148
ID,2020/06/25,45
IL,2020/07/27,1656
VA,2020/08/11,1358
OH,2020/07/25,1891
IN,2020/08/01,962
LA,2020/05/28,830
AZ,2020/05/10,753
AL,2020/08/09,1834
CA,2020/08/05,7694
MA,2020/08/08,341
ID,2020/05/30,32
NV,2020/07/04,856
IN,2020/04/04,923
VT,2020/07/12,3
NC,2020/02/07,0
GA,2020/03/23,76
OR,2020/03/29,56
CO,2020/05/02,568
NE,2020/07/15,172
SC,2020/05/23,457
VT,2020/06/15,13
NY,2020/07/20,1719
KS,2020/03/04,0
KS,2020/08/06,358
NY,2020/07/17,1664
HI,2020/02/08,0
WI,2020/05/23,423
VI,2020/05/27,1
NC,2020/04/26,741
AR,2020/05/05,172
NE,2020/05/16,283
SD,2020/08/13,83
MT,2020/08/05,62
WY,2020/03/18,0
IN,2020/04/15,1216
LA,2020/04/01,848
KS,2020/02/02,0
NV,2020/05/09,507
IN,2020/05/08,1199
ID,2020/04/26,45
SC,2020/04/04,116
MN,2020/01/12,0
LA,2020/07/24,53
ND,2020/08/14,101
PR,2020/03/10,0
WY,2020/08/07,42
NY,2020/05/04,8591
IN,2020/05/20,1135
TX,2020/07/22,12145
AL,2020/01/14,
MD,2020/05/25,1773
WY,2020/04/18,37
PR,2020/04/13,295
MA,2020/05/23,2645
WV,2020/04/23,215
MA,2020/07/29,337
ND,2020/06/15,43
IA,2020/05/25,372
NJ,2020/04/23,2354
UT,2020/07/27,257
RI,2020/07/21,285
IA,2020/05/24,359
MT,2020/04/21,45
NC,2020/05/06,623
FL,2020/06/01,3605
MN,2020/03/23,0
KY,2020/06/06,428
MT,2020/03/11,0
WV,2020/07/21,174
VT,2020/08/18,11
DC,2020/07/07,135
VI,2020/07/17,2
NY,2020/06/22,1942
MN,2020/05/24,710
SC,2020/04/17,460
KS,2020/04/27,203
CA,2020/05/07,4630
AZ,2020/07/28,2516
MO,2020/07/15,977
KY,2020/05/13,491
NV,2020/07/22,1240
ID,2020/04/08,62
MI,2020/06/18,657
KY,2020/06/12,455
FL,2020/04/21,3645
MI,2020/04/30,2844
NM,2020/05/30,214
ID,2020/07/17,195
TX,2020/02/27,0
RI,2020/05/15,320
